title,release,gf_score,metascore,genre,description,cover_art_url
FIFA 2000: Major League Soccer,1999-10-09,3.34,,Sports » Team » Soccer » Sim,"CHALLENGE MLS and TAKE on the WORLD*Worldwide Soccer Extravaganza*All 12 Major League Soccer teams with every player in home and away uniforms *Teams from 15 of the world's top leagues, including England, Italy, and Germany*45 National teams",https://images-na.ssl-images-amazon.com/images/I/41Vl3%2BTmuHL.jpg
Covert Ops: Nuclear Dawn,2000-05-31,3.34,,Action Adventure » General,"HERE BEGINS THE COUNTDOWN TO THE ANNIHILATION OF EUROPE...The Blue Harvest, a military train developed by NATO has been hijacked by terrorists. Military bodyguard Jack Morton, having narrowly escaped death in a terrorist attack, sneaks inside the Blue Harvest, in a solo bid to take back countrol of the train...WILL YOU BE ABLE TO RESCUE THE HOSTAGES, STOP THE TRAIN, AND SAVE EUROPE FROM A NUCLEAR CRISIS?",https://images-na.ssl-images-amazon.com/images/I/51wd5YmgFDL._SX342_.jpg
Mortal Kombat 4,1998-06-24,3.34,,Action » Fighting » 3D,"Shao Kahn has been defeated at the hands of Earth's warriors, and now Shinnok has escaped to his confines in the Netherealm. The war has resumed once again. This time, the battle CAN be won by mortals!",https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Mortal_Kombat_4_cover.jpg/250px-Mortal_Kombat_4_cover.jpg
NASCAR 98,1905-06-19,3.34,,Racing » Simulation » Automobile,"RACING'S ULTIMATE JUDGENASCAR EXPERIENCE24 Cars and Drivers10 official NASCAR tracks and 6 Fantasy CoursesClassic Southern Rock SoundtrackEA SPORTS ATTITUDEIntense NASCAR Action- Screeching Burnouts- Oiled Skidmarks- Spinouts with Popping Roof Flaps- Emergency Vehicles on the TrackNEW Head-to-Head Racing-Multiple cars on the trackHIGH PERFORMANCE RACINGSeason, Arcade and NEW Custom RacingAdjustable Computer AI and Race LengthIn-Depth Car Set-Ups",https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Nascar_98.jpg/220px-Nascar_98.jpg
Urban Chaos,1999-03-09,3.34,,Action Adventure » General,"The new millennium approaches. Turmoil, crime, and famine rule. Gangs, terrorists and violent cults lurk around every corner. As one of two cops, you must try and bring order to the city. D'arci is a young and cunning super-sleuth with unsurpassed reconnaissance and infiltration skills. As Special Forces veteran, Roper is known for his expertise in weapons and explosives. His skills are never questioned, but his mental stability is.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Urban_Chaos_Coverart.png/220px-Urban_Chaos_Coverart.png
Army Men 3D,1999-03-09,3.34,,Action » Shooter » Third-Person » Arcade,"Prepare for combat in an all new 3D world where green and tan plastic soldiers have come to life. You are Sarge, the Green Army sergeant, who's a shoot first, ask questions later kind of soldier. Whether you're dodging bazooka shots, melting attacking infantry with your flamethrower, or sneaking behind enemy lines on special missions, you must do whatever it takes to bring down the evil Tan Army.",https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Army_Men_3D.png/220px-Army_Men_3D.png
Rampage 2: Universal Tour,1999-03-31,3.34,,Action » General,"Your 3 favorite human-muching, badly-behaved mutants have been captured! Unfortunately, for the humans inhabiting planet Earth, brand new mutants have been sent to rescue George, Lizzy and Ralph. You'll meet Ruby the Lobster, Boris the Rhino and Curtis the Rate as they destroy cities in North America, Asia and Europe! Get ready for destruction, mayhem, alien exterminations and the best buffet in town - the people of Earth!",https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Rampage2box.jpg/250px-Rampage2box.jpg
Theme Park,1905-06-17,3.33,,Strategy » Management » Business / Tycoon,"Think you can design and build the greatest amusement park in the world? You select the site, you lay out the rides and attractions. You control every aspect of running a profitable amusement park: from staffing to R&D. Any mistakes, and tourists who populate your park will be sure to let you know. Oh, and that merry-go-round in flames is a clue too.",https://images.gog.com/125be0b5cefcafcda8a8700ac56702cbf04c4898c787db88843cffff6895a624_product_card_v2_mobile_slider_639.jpg
Martian Gothic: Unification,2001-11-04,3.33,64,Adventure » 3D » Third-Person,"MARTIAN GOTHIC: UNIFICATION is a spine-tingling action-adventure on a cold and isolated planet. Your three-member team descends upon the derelict Vita base located on Mars, quickly realizing the ancient nightmare that awaits. The investigation becomes a battle to stay alive as the team uncovers the mystery of Vita base, until finally confronting the appalling secret hidden deep underground, a secret older than humanity itself...",https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Martian_Gothic_-_Unification_Coverart.png/220px-Martian_Gothic_-_Unification_Coverart.png
One,1997-11-30,3.33,,Action » General,"One man. One solution. One state of mind. Flip, climb, hang, slide, blast, and fight through five multi-level 3D worlds.- Rage up with unique RAGE meter.- Powerful assault weapons.- Vicious physical attack combos.Live or dieby your state of rage.",https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Twisted_Metal_III.jpg/220px-Twisted_Metal_III.jpg
Twisted Metal III,1998-10-31,3.33,,Simulation » Vehicle » Combat,"DESTRUCTIVE 3D ENGINE. Experience an all-new next generation 3D engine with TruPhysics . Feel your vehicle get waxed! MORE TWISTED METAL. Get twisted with 14 high-powered vehicles, an arsenal of all new weapons and unbeatable bosses! Try Vibration Mode with the Dual Shock analog controller for a heightened sense of mass destruction! DEADLY BATTLEGROUNDS. Ten new and explosive battlegrounds to torch, each with its own gameplay style and strategy, featuring two and four-player modes with special multi-player arenas and head-to-head mayhem! WICKED TUNES. Take a ride on the wild side with adrenaline-pumpin' music for your soul by Rob Zombie. Shred it up!",https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Twisted_Metal_III.jpg/220px-Twisted_Metal_III.jpg
Nightmare Creatures,1997-09-30,3.32,,Action Adventure » Survival,"In 1834 on London's blackest eve, a secret cult known as The Brotherhood of Hecate rediscovered the key to man's unholiest fears. It was through this arcane act of terror that the evil leader of the Brotherhood, Adam Crowley, swore to take over the world... Ever since this fateful night, not a London street, alley or town square has escaped the screams of ""Nightmare Creatures!""",https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Nightmare_creaturescover.jpg/220px-Nightmare_creaturescover.jpg
Darkstone,2001-01-28,3.32,58,Role-Playing » Action RPG,"The once peaceful world of Uma is living under the dark shadow of the dragon Draak.Evil is spreading like a virus, and only you can stop it.Look deep inside yourself -- is there a dragon slayer within?- An immersive RPG with vivid graphics and addictive gameplay -- 8 playable characters and 32 environments -- More than 200 enemies and interactive characters - More than 30 types of weapons and 32 different spells -",http://www.oldpcgaming.net/wp-content/uploads/2017/10/18_1-1.jpg
Gex,1995-12-13,3.31,,Action » Platformer » 2D,"HBO comedian Dana Gould fuels GEX with over 300 hilarious one-liners and sound effects. GEX's mouth gets him in trouble, but it's his thrashing tail and suction cup paws that get him out. GEX has been sucked into the Media Dimension, the place where cheesy 70's movies go to retire. To escape he's gotta kill TVs in each world.",https://images-na.ssl-images-amazon.com/images/I/51jzlFCBeIL._SX425_.jpg
Grand Theft Auto,1998-06-30,3.31,,Action Adventure » Open-World,Drive dozens of varied vehicles around three of America's toughest cities. Only the best will be able to tame the fastest cars. Only the smartest will know all the short-cuts and the whereabouts of the hottest wheels. Only the toughest will be able to take on the world and finish the job like a professional...,"https://hb.imgix.net/ad3f96dfd21531e24ab72c3821a01049c8484982.jpg?auto=compress,format&fit=crop&h=353&w=616&s=9fc123b4c723d329d164b8ab02af5284"
Stuart Little 2,2002-07-17,3.31,62,Action » Platformer » 3D,"Join Stuart Little on his fun-filled journey through grand Manhattan. The evil Falcon has stolen some of the city's most precious jewelry and it's up to Stuart to get them back! Luckily, Stuart wants your help and with it, the sinister Falcon doesn't stand a chance!",https://images-na.ssl-images-amazon.com/images/I/51EbmwajKcL._SY445_.jpg
Blaster Master: Blasting Again,2001-05-06,3.31,,Action » Shooter » Third-Person » Arcade,"Our old champion Jason, weary of his battles has passed away and his heroic crown has fallen to Roddy his only son and heir. It is Roddy, with the help of his sister Elfire, that is destined to seek out and destroy the treacherous half flesh, half machine mutations that are steadily multiplying beneath the earth. Having depleted the space they have occupied since their supposed demise, they are now burrowing their way to the very core of the Earth and ultimately threatening the stability of the entire planet. Roddy must trek through the Earth's crust and find a way to stop this terrible infestation. Like wood worms they will leave the Earth rotten, a dusky husk that will collapse in on itself.Roddy will reveal the secret of Eve, his alien mother, and will uncover the idiosyncrasies of Sophia, and will fight and win.",https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Blastermasterps.jpg/220px-Blastermasterps.jpg
Star Wars Episode I: Jedi Power Battles,2000-03-31,3.3,,Action » Beat-'Em-Up » 3D,"Take back the Theed palace in fast and furious lightsaber assaults. You will have the power of the Force and your trusty Jedi saber as you ward off legions of battle droids, destroyer doids, assassins and other creatures from the Star Wars: Episode I worlds",https://images-na.ssl-images-amazon.com/images/I/81wanAC-OIL._SX342_.jpg
Fighting Force,1997-10-31,3.3,,Action » Beat-'Em-Up » 3D,"Fighting Force delivers unparalleled action and tons of attack moves in a fully progressive 3D environment. Smash through an anti-tank barricade, pick up a rocket launcher and torch incoming enemies or knock over a vending machine or fuel tanker to find hidden weapons!",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/PS2FightingForceCover.jpg/220px-PS2FightingForceCover.jpg
WarHawk,1995-11-10,3.3,,Action » Shooter » Third-Person » Arcade,"Stat: Situation critical. Kreel unstoppable. International forces crushed. Deploy ""WarHawk,"" highly maneuverable, air to air, air to ground capable. Target: 6 Hot Zones: over 25 areas of high engagement: very hot. Obj: Eliminate Kreel.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Warhawk_cover.jpg/220px-Warhawk_cover.jpg
Test Drive 5,1998-09-30,3.29,,Racing » Arcade » Automobile,"The clash of Beauty vs. Beast continues in the next installment of the Test drive series. Test Drive 5 pushes driving to new limits by adding high resolution graphics, branching roads, shortcuts, and photorealistic graphics featuring Multi-Dynamic Environment Mapping. Three new difficulty levels, customizable vehicles, real-world tracks, multiplayer gameplay, cop chases, realistic weather effects, breakable roadside objects, and the addition of an arcade and simulation mode provide a deep racing game experience.",https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Test_Drive_5.jpg/220px-Test_Drive_5.jpg
Asteroids,1998-10-31,3.29,,Action » Shooter » Shoot-'Em-Up » Top-Down,"- Dozens of Power-Ups, Wild Card Weapond and Impact Shields- More than 90 amazing levels in 6 zones- Exciting multi-player modes including co-op and death match- Incredible graphics in 640 x 480 mode",https://cdn.gamer-network.net/2013/06/04/032503-Asteroids-Screenshot.jpg/EG11/resize/480x-1/quality/70
Beyond the Beyond,1996-08-31,3.29,,Role-Playing » Japanese-Style,"An Evil Force, shackled for centuries, throbs like a heartbeat within the earth as it seeks open air! And in the body of a youth beats the soul of a poet and the heart of a lion. Stride into Darkness with young Finn and his vigilant firebreathing dragon as they hunt down the evil that threatens to annihilate the world. Launch into a quest Beyond imagination -- and possibly Beyond endurance!",https://upload.wikimedia.org/wikipedia/en/thumb/6/61/BTB_front.jpg/220px-BTB_front.jpg
C-12: Final Resistance,2002-07-22,3.27,63,Action » Shooter » Third-Person » Arcade,"The population is threatened with near extinction as hostile alien forces ravage the planet, converting human survivors into cyborg warriors. Working against all odds and armed with an Alien Imaging Unit that has replaced his left eye, Resistance fighter Lt. Riley Vaghan must use firepower, stealth, intelligence and sheer determination to save humankind from impeding doom.",https://images-na.ssl-images-amazon.com/images/I/61p7Ef37EuL._SX342_.jpg
007: The World is not Enough,2000-11-07,3.27,61,Action » Shooter » First-Person » Arcade,"Experience the intensity of being the world's top secret agent. Equipped with a full arsenal of Q-Lab gadgets and weaponry, you must be suave and resourceful as you carry out action-packed missions based on the blockbuster movie.",https://images-na.ssl-images-amazon.com/images/I/51T2JJYP9EL._SY445_.jpg
Destruction Derby,1995-11-01,3.27,,Racing » Arcade » Automobile,"This ain't no dragstrip. It's the place where cars come to die. You're on a mission to bash, smash and crash into the other guy until his auto (or yours) gives up the ghost. You've got the roll bars, crumple zones and hardened fenders. You'll need them.",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Destruction_Derby_2_Coverart.png/220px-Destruction_Derby_2_Coverart.png
Porsche Challenge,1997-06-30,3.27,,Racing » Simulation » Automobile,"Open-road racing in its purest form. Designed exclusively with Porsche, and modeled to their exact specifications. Everything you need to test your instincts for the open road. 4 racing environments (USA, Japan, Stuttgart, Alpine) with over 20 track combinations. Even race at Stuttgart -Porsche's official test track.",https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Porsche_Challenge_Cover.jpg/256px-Porsche_Challenge_Cover.jpg
"Monsters, Inc. Scream Team",2001-10-30,3.27,65,Action » Platformer » 3D,"Inspired by the movie Monsters, Inc. from Disney and Pixar.The Scream Team Wants You! Learn to become a TopScarer.Finally! A chance to be a Monster.Play as Mike or Sulley, in over 15 humongous zones!",https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Monsters%2C_Inc._Scream_Team_cover.jpg/220px-Monsters%2C_Inc._Scream_Team_cover.jpg
The Grinch,2000-11-10,3.27,55,Action » Platformer » 3D,"Venture into the strange world of Whoville, where reality is twisted and everything is more than a little strange. Outlandish 3D action, tricky puzzles and a truly magical adventure await you.Make use of strange weapons and gadgets like the Rotten Egg Launcher, the Slime Shooter and the Love Shield. The Grinch's faithful friend Max the Dog is a useful companion along the way, either distracting the Whoville inhabitants or reaching those otherwiseinaccessible areas.",https://is4-ssl.mzstatic.com/image/thumb/Video114/v4/1c/60/54/1c605454-1c31-4f4f-a11b-4beaee0cbb77/02450_MLNA_DrSeussGrinch_2000x3000.lsr/268x0w.jpg
Wu-Tang: Shaolin Style,1999-10-31,3.26,,Action » Fighting » 3D,"Master the Art of Wu-TangBattle in up to four-player martial arts brawls. Master the attacks and weapons of each of the nine Wu-Tang. Collect 36 chambers and eliminate your opponent in over 50 masterful cinematic fatality sequences.featuring RZA, METHOD MAN, RAEKWON, GZA, OL' DIRTY BASTARD, MASTA KILLA, U-GOD, INSPECTAH DECK, GHOSTFACE KILLAH",https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Wu-Tang_-_Shaolin_Style_Coverart.png/220px-Wu-Tang_-_Shaolin_Style_Coverart.png
Frogger,1997-09-30,3.26,,Action » Arcade,"The original Frogger... Revived, Rebuilt, and Rady to Hop! And Now He's Armed With A Heat-Seeking Tongue, Power Croak and Super Jump, Hop to it Frogger!",https://i.ytimg.com/vi/jGoivXOUA-0/hqdefault.jpg
G-Police,1997-09-30,3.26,,Simulation » Flight » Combat,Prowl the skylines in your weapons-loaded DASA-Kamov gunship as a member of the G-Police. Battle menacing rebel ships in the air and heavily armed vehicles on the ground. You'll wreak helicopter havoc as you take on the hardcore criminal element terrorizing the gritty cities of 21st century Callisto.,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/G-Police_Coverart.jpg/220px-G-Police_Coverart.jpg
Army Men: Sarge's Heroes,1905-06-22,3.26,,Action » Shooter » Third-Person » Arcade,"As Sarge, you must rescue your trusted commandos from the clutches of the evil general plastero. Enjoy tense commando action in oe of 14 different missions as sarge rolls, dives and climbs through dangerous enemy environments. Good Luck, Soldier!",https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Army_Men_Sarge%E2%80%99s_Heroes_Cover.jpg/220px-Army_Men_Sarge%E2%80%99s_Heroes_Cover.jpg
Rampage World Tour,1997-09-30,3.26,,Action » General,"A wild smash-'em-up romp with universal appeal! Simple enough for any player. Plenty of depth and challenge to appeal to serious gamers as well. Bring a friend or two on a non-stop RAMPAGE while you inflict some major damage and destruction. Demolish buildings, swat down aircraft, eat people and rack up points, while destroying entire cities! More than 130 standard levels, 14 bonus levels, 4 grudge match levels and many hidden levels! Special bosses and some tasty humans give Lizzy, George or Ralph a major health boost.",https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Rampagewt.jpg/200px-Rampagewt.jpg
Clock Tower II: The Struggle Within,1999-10-31,3.25,49,Adventure » Point-and-Click,"Clock Tower II: The Struggle Within features all the suspense and terror that kept you on the edge of your seat in the original, but this time with a twist. Alyssa Hale must learn to control her split personalities as she attempts to solve this horrifying mystery. Having been burned alive, she has arisen and is out for revenge. Armed only with multiple personalities, she is thirsty for blood.",https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Clocktowerghostheadasi7ll1.jpg/220px-Clocktowerghostheadasi7ll1.jpg
Q*bert,1999-11-30,3.25,,Action » Arcade,"Will you master it or will it master you? Help Q*bert safely navigate his cube world by changing all the cubes to one colour whilst avoiding Coily the Snake and other enemies. Seem simple? Well don't underestimate the task of this challenging puzzle game that will test your skill and mental dexterity to the full. Special features include multiple power-ups, bonus rounds and hidden levels.",https://store-images.s-microsoft.com/image/apps.3755.67772218978973472.0d4103f4-0b1c-4e16-8206-7475f2bd72a8.9de63e15-17e2-4e5a-8596-784ba6a8524b?mode=scale&q=90&h=225&w=150
Cool Boarders 4,1999-11-10,3.25,,Sports » Individual » Ski / Snowboard,"NEW TRICKS, KILLER GAMEPLAYHand plants, method melons, stalefish tweaks and more. Sharper carving and improved physics help you keep upwith multi-player competition.",https://images-na.ssl-images-amazon.com/images/I/6150WptiUjL._SX342_.jpg
Fatal Fury: Wild Ambition,1999-11-30,3.24,,Action » Fighting » 3D,"A long-standing vendetta culminates with excitement in Fatal Fury: Wild Ambition. With vindictive rage, one fighter searches for truth and redemption against the ruthless crime lord who murdered his father. Fists fly, teeth fall, and pain resounds when you wipe the floor with some of the toughest fighters ever to stand in your way.",https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Fatal_Fury_Wild_Ambition_Cover.png/252px-Fatal_Fury_Wild_Ambition_Cover.png
LEGO Racers,1999-12-17,3.23,,Racing » Arcade » Other,"Race through exciting LEGO® worlds and battle the greatest LEGO® Racers of all time. You'll have to out-build, out-drive and out-smart your LEGO competitions to face Rocket Racer in the ultimate Championship Race.",https://images-na.ssl-images-amazon.com/images/I/51KGrhF0XpL._SY450_.jpg
The Granstream Saga,1998-06-30,3.23,,Role-Playing » Action RPG,"Assume the role of the young warrior Eon, Granstream's only hope to prevent its continents from plummering into the sea. Embark on a grand and challenging adventure - collaborate with beautiful air pirates, consult wise sages, and battle the diabolical minions of the Imperial Wizardry.",https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/The_Granstream_Saga_Coverart.png/220px-The_Granstream_Saga_Coverart.png
Jet Moto 3,1999-08-31,3.23,,Racing » Arcade » Futuristic,"INTENSE Jet Moto Racing Returns!Harness the blurring speed of 11 ultra-realistic, all-terrain jet hover bikes. Feel the bone-smashing action of 19 treacherous, obstacle-ridden environments including subterranean graveyards, ancient cities, alien worlds and the wildest, most thrilling stunt tracks ever designed.Experience an all-new blazing fast 3D engine with realistic MotoPhysics handling.Jostle, sideswipe and rip it up in 1-player and 2-player competition.The Rush Is Back!",https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Jet_Moto_3_Coverart.png/220px-Jet_Moto_3_Coverart.png
Rayman Rush,2002-03-26,3.22,62,Racing » Arcade » Other,"Rayman's world kicks into multiplayer overdrive in this total competition crash course with the cast of Rayman 2. Smoke the competition on mind-bending racecourses, or spark up a lum-flinging firefight in the battle arena. And with 8 characters, 24 maps and up to 4 combatants, now Rayman's got more ways to reign supreme than ever.",https://i.ebayimg.com/01/!!d-zi)!!WM~$(KGrHqUOKowEy+jC1ZsBBM7Do5tZig~~_1.JPG?set_id=89040003C1
Dynasty Warriors,1997-06-30,3.22,,Action » Fighting » 3D,"Based on the historical novel, ""Romance of the Three Kingdoms, "" Dynasty Warriors puts you right in the center of the upheaval of 3rd century China, when legendary warlords fought to expand and unite realms under their own banners. Enter a time of struggle, when warriors were as cunning as they were courageous. Master the dynamic game play. Wisely balance elaborate offensive strikes, with precisely timed defensive maneuvers and flurries of whirling counter attacks. Then, train to unleash the killer combination in martial mastery to become the Musou - the Warrior Unequaled!",http://www.koeitecmoamerica.com/dw9/images/og.jpg
Warpath: Jurassic Park,1999-10-31,3.22,,Action » Fighting » 3D,SAVAGE DINOSAUR FIGHTING!Key Features:- 14 unique dinosaurs including T-Rex & Mega Raptor- Over 10 fighting arenas from Jurrasic Park and Lost World- Edible power-ups and destructible environments- Intense 1 & 2 player action,https://vignette.wikia.nocookie.net/jurassicpark/images/a/a8/JP-VGWarpath.jpg/revision/latest?cb=20080811202304
The Italian Job,1905-06-24,3.21,73,Racing » Arcade » Automobile,"London, 1969. Charlie Croker has just finished a three year stretch, courtesy of Her Majesty's Prisons, and has an idea: to steal $4,000,000 in gold bullion, right from under the noses of the Mafia and the Turin Police. ",https://images-na.ssl-images-amazon.com/images/I/81SFgtWNp%2BL._SY445_.jpg
X-Men: Mutant Academy,2000-07-11,3.21,75,Action » Fighting » 3D,Train to learn over-the-top mutant moves and use your special powers to dominate super-villains. It's boot camp for fighters... and only the strongest will survive.,https://images-na.ssl-images-amazon.com/images/I/61X68DM9HEL._SX342_.jpg
Army Men: World War,2000-02-29,3.21,50,Action » General,"The Green and Tan Nations have broken off peace talks. There is no choice but to prepare for battle. Only after storming the shores of the enemy homeland pushing through thick jungles, and securing war-torn cities, does the ultimate victory await. Dive back into the trenches!",https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Army_Men_World_War.png/220px-Army_Men_World_War.png
Battle Arena Toshinden,1995-08-01,3.2,69,Action » Fighting » 3D,"The Toshin Daibukai tournament has arrived. Ten of the toughest fighters in the world are taking part in the most grueling slugfest known to man. To win, each combatant must be completely focused. One slip and their fate is sealed. Who will be crowned champion? That is up to you. So get off your duff and get ready for the fight of your life with Battle Arena Toshinden!",https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Battle_Arena_Toshinden_PSX_cover.jpg/220px-Battle_Arena_Toshinden_PSX_cover.jpg
Rugrats: Search for Reptar,1998-10-31,3.2,,Adventure » General,Oh no! Tommy has lost his Reptar puzzle pieces. Join Tommy and the rest of the Rugrats babies as they search for the missing pieces everywhere from the Pickles' backyard to outer space.,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Rugrats_-_Search_for_Reptar_Coverart.png/220px-Rugrats_-_Search_for_Reptar_Coverart.png
3Xtreme,1999-03-31,3.2,,Racing » Arcade » Other,"Race on 70 real BMX bikes, skateboards and in-line skates. More than 270 burly tricks and combos. Motion capture by X Games phenom Andy Macdonald. Unlock hidden courses, characters, and equipment. 13 racers on 27 insane courses.",https://upload.wikimedia.org/wikipedia/en/thumb/1/16/3Xtreme_Cover.jpg/220px-3Xtreme_Cover.jpg
Eternal Eyes,2000-10-31,3.2,,Strategy » Turn-Based » General,"As Luca, one of the last descendants of the Crimson Eyes tribe, you must save the kingdom of Cross from the onslaught of evil. Create and control your own Magical Puppet Monsters to become all but invincible.",https://i.ytimg.com/vi/doAGgKylgVc/maxresdefault.jpg
Ninja: Shadow of Darkness,1998-09-30,3.19,,Action » Beat-'Em-Up » 3D,"Ninja is a fast-paced, arcade style action-adventure. The game features highly detailed environments, a wide range of special effects and huge end-of-level bosses.Assuming the role of the young ninja Kurosawa, you must guide him through a series of progressively difficult environments. The Ninja is able to collect magic potions, scrolls, extra lives, energy and weapons throughout the levels to help him on his quest.",https://images.lukiegames.com/t_300e2/assets/images/PS1/ps1_ninja_shadow_of_darkness_p_e4z4py.jpg
In Cold Blood,2001-05-30,3.19,,Adventure » General,"STEALTH OR BRUTE FORCE... THE CHOICE IS YOURS!As secret service agent John Cord, you have been requested by the CIA to help track down a missing agent in Volgia, USSR.",https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/In_Cold_Blood_Coverart.png/220px-In_Cold_Blood_Coverart.png
WWF Attitude,1999-07-31,3.19,,Sports » Individual » Combat » Wrestling,"Now featuring over 40 of your favorite WWF superstars! Customize your own wrestler's move sets and costumes. Over 20 game modes including all-new specialty matches. Real-life WWF entrances and theme songs. Wrestle your way to the title in an all-new career mode. First ever Create-Your-Own Pay-Per-View Mode! Two-man commentary featuring Shane McMahon and Jerry ""The King"" Lawler.",https://images-na.ssl-images-amazon.com/images/I/81og0vmKHPL._SL1500_.jpg
Chicken Run,2000-11-13,3.19,75,Action Adventure » General,"Behind the barbed wire fence of Tweedy Farm, Ginger is a chicken with a mission. Fearing for the lives of her friends, she is determined to escape to freedom before it is too late. To do this she enlists the help of Rocky, the smooth talking, flying Rooster...or is he?Guide a rescue attempt to get all of the chickens to safety before they end up as pies. To do this you will have to sneak around the farm collecting objects necessary for the escape. Be careful not to disturb the dogs and avoid being caught by Mr. and Mrs. Tweedy at all costs in this humorous, 3D action game.",https://images-na.ssl-images-amazon.com/images/I/81BTIJzyTIL._SY445_.jpg
Need for Speed: V-Rally,1997-09-30,3.19,,Racing » Simulation » Automobile,"NEED FOR SPEED GETS DIRTY42 tracks to race from Sweden to Indonesia11 cars from the World Rally ChampionshipScenery blazes by day or night in rain, sun, or snowTune your car to stay ahead of the pack",https://images-na.ssl-images-amazon.com/images/I/61WcGXH3DZL._SX342_.jpg
40 Winks,1999-11-14,3.19,,Action » Platformer » 3D,"There's only 40 Winks left in the world of dreams. And if you don't rescue them form the evil NiteKap, NO ONE will EVER have good dreams again! So get ready for action - because you're going on the adventure of a nighttime!",https://upload.wikimedia.org/wikipedia/en/thumb/2/25/40_Winks_cover_art.jpg/220px-40_Winks_cover_art.jpg
Small Soldiers,1998-09-30,3.19,,Action » General,"In your epic battle against the Commando Elite... You must assume the role of Archer, leader of the peaceful Gorgonites. Forced into a situation that Gorgonites are programmed to lose, namely war, Archer must unite his friends to take on the Commando Elite. Do you have what it takes to guide Archer through this massive Small Soldiers adventure?",https://is3-ssl.mzstatic.com/image/thumb/Music/c6/a8/9e/mzi.zfuywrei.jpg/268x0w.jpg
Project Overkill,1996-08-31,3.19,,Action » Shooter » Shoot-'Em-Up » Top-Down,"Four ruthless mercenaries. Over 50 mission scenarios. Multiple main weapons, or hand-to-hand combat. As EGM magazine said: Death, carnage, large weaponry. What more could you ask for?"" Fast-paced, 3D rendered, 3/4 perspective action with a rich, non-linear storyline. You can play over and over and find all new ways to rack up the body count.",https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Project_Overkill.jpg/220px-Project_Overkill.jpg
Mission: Impossible,1999-11-18,3.19,,Action Adventure » General,"Prepare to enter into the most demanding and dangerous Mission Impossible ever. Your mission, should you decide to accept it, will be to guide your team through a spectacular series of authorized worldwide missions encompassing over 20 levels of gameplay. Razor-sharp reflexes, the ability to make quick decisions, strategic thinking and an extremely high level of accuracy will prove essential. As always, should you, or any member of IM Force be caught or killed, the Secretary will disavow any knowledge of your actions. As usual, Ethan Hunt will be your point man. This game will not self-destruct in five seconds, but you may...",https://images-na.ssl-images-amazon.com/images/I/91EtQD0P0dL._SY445_.jpg
The X-Files,1999-09-30,3.19,,Adventure » 3D » First-Person,"As field agent Craig Willmore, assigned to assist Special Agents Fox Mulder and Dana Scully in their latest investigation into paranormal activity.Follow a trail of elusive clues, sift through evidence at crime scenes, use a wide range of standard issue FBI equipment and special tools, conduct interviews with witnesses and suspects, and make critical decisions to solve an all new X-Files case.",https://i.ytimg.com/vi/Jlytue9uMy0/hqdefault.jpg
NASCAR 99,1998-09-30,3.19,,Racing » Simulation » Automobile,"Race to Win with NASCAR Cars, Drivers, and Tracks! Race on the high banks, Night racing under the lights, Step in and take the wheel, head to racing, celebrate victory Earnhardt style.",https://upload.wikimedia.org/wikipedia/en/thumb/0/00/NASCAR99CoverArt.jpg/220px-NASCAR99CoverArt.jpg
D,1905-06-18,3.19,,Adventure » Point-and-Click,"The year is 1997. It's the dead of night in Los Angeles. There has been a mass murder at the general hospital on the outskirts of town. The perpetrator is the director of the hospital, Richter Harris. He has locked himself up in the hospital and taken a number of patients as hostages. The police are helpless, unable to move in. Richter's only daughter, Laura Harris, hearing of the situation, rushes from LA to San Francisco, and drives alone to the tragic scene at the hospital grounds... Will Laura be able to penetrate the riddle of her transfigured father?",https://www.theoldcomputer.com/game-box-art-covers/Sony/Playstation-PS1/D/D%20-%20Disc1%20[U]%20[SLUS-00128]-front.jpg
