title,release,gf_score,metascore,genre,description,cover_art_url
MagMax,1988-10,2.81,,Action,"MagMax (マグマックスMagumakkusu) is an arcade game which was developed by Nihon Bussan and released in 1985 under its brand Nichibutsu. A horizontal scrolling shooter, players control the title hover ship in an attempt to completely construct the ship into a giant robot and to destroy any enemies attempting to stop it.",https://gamefaqs.akamaized.net/box/4/1/2/49412_front.jpg
Terminator 2: Judgment Day,1992-02,2.8,,Action,"Terminator 2: Judgment Dayor T2 is a gun shooting video game based on the film of the same name, produced by Midway Manufacturing Company for the arcades in 1991. Home conversions were released by Acclaim Entertainment for various platforms under the title of T2: The Arcade Game in order to avoid confusion with the numerous tie-in games also based on the movie.",https://gamefaqs.akamaized.net/box/9/2/2/32922_front.jpg
Adventures of Dino Riki,1989-09,2.79,,Action,"Adventures of Dino Riki, known in Japan as Shin Jinrui: The New Type (新人類 THE NEW TYPE), is a video game released in 1987 for the Family Computer in Japan and 1989 for the Nintendo Entertainment System in the North America.",https://gamefaqs.akamaized.net/box/8/4/5/48845_front.jpg
Ninja Kid,1986-10-29,2.78,,Action,"Ninja Kid, known in Japan as GeGeGe no Kitaro - Yōkai Daimakyō (ゲゲゲの鬼太郎 妖怪大魔境, GeGeGe no Kitaro: The Evil Yōkai Mirror), is an NES game developed by TOSE and published by Bandai. The Japanese version was based on the manga series GeGeGe no Kitaro, but the game was changed to the generic ""Ninja Kid"" and all reference to Kitaro were removed for the American version.",https://gamefaqs.akamaized.net/box/5/0/6/49506_front.jpg
The Simpsons: Bartman Meets Radioactive Man,1992-12,2.78,,Action,"The Simpsons: Bartman Meets Radioactive Man is a platform video game published by Acclaim in 1992 for the Nintendo Entertainment System (NES) and Sega Game Gear. Developed by Imagineering, the side-scrollinggame features Bart Simpsonon a comic book quest to rescue his kidnapped idol, superhero Radioactive Man. Bartman Meets Radioactive Man received mixed to negative reviews from critics, with criticism being directed at the gameplay control.",https://gamefaqs.akamaized.net/box/5/7/8/48578_front.jpg
Godzilla 2: War of the Monsters,1992-02,2.77,,Strategy,"Godzilla 2: War of the Monsters is a video game for the Nintendo Entertainment System. The player controls military forces trying to prevent Godzilla and other giant monsters from destroying cities. Mothra, Hedorah, and Baragon along with King Ghidorah are added to the line up, and are joined by Rodan. This game, released in place of an earlier announced game meant to star Rodan, was received poorly by audiences, due in part to a lack of a genuine plot, and due to the game having an extremely arbitrary style of combat, which was difficult for many players to understand. It was the third Godzilla game for a Nintendo system to be released in North America, after Godzilla: Monster of Monsters for the Nintendo Entertainment System, and Godzilla for Nintendo Game Boy.",https://gamefaqs.akamaized.net/box/1/9/2/49192_front.jpg
Fester's Quest,1989-09,2.77,,Action Adventure,Fester's Quest is a video game for the Nintendo Entertainment System released in 1989 in North America and 1990 in Europe. It features The Addams Family characters from the original television series.,https://gamefaqs.akamaized.net/box/9/4/2/21942_front.jpg
Dynowarz: The Destruction of Spondylus,1990-04,2.77,,Action,Dynowarz: Destruction of Spondylus is a game developed and published by Bandai for the Nintendo Entertainment System. It was released in 1990 in North America.,https://gamefaqs.akamaized.net/box/9/2/6/21926_front.jpg
Snoopy's Silly Sports Spectacular!,1990-04,2.76,,Sports,"Snoopy's Silly Sports Spectacular!, known in Japan as Donald Duck (ドナルドダック) and based on the Britishhome computer game, Alternative World Games, is a child-oriented sports game that was released by Kemcofor the Nintendo Entertainment System on September 22, 1988 (April 1990 in North America).",https://gamefaqs.akamaized.net/box/7/0/6/49706_front.jpg
The Simpsons: Bart vs. the Space Mutants,1991-02,2.76,,Action,"The Simpsons: Bart vs. the Space Mutants is a platformvideo game, the first based on the animated television series The Simpsons. It was released in 1991 for the Nintendo Entertainment System, Amiga, Amstrad CPC, Atari ST, Commodore 64, Sega Master System, and ZX Spectrum and in 1992 for Sega Genesis, and Sega Game Gear. It was published by Acclaim Entertainment and Ocean Software, and developed by Imagineering and Arc Developments. In the game, the player controls Bart Simpson through five levels as he tries to ruin the aliens' plan to take over the world. Video game critics have given Bart vs. the Space Mutants mixed reviews, with criticism directed at the difficulty of the game, partly caused by restricted controls.",https://gamefaqs.akamaized.net/box/1/2/1/26121_front.jpg
Major League Baseball,1988-04,2.76,,Sports,"Major League Baseball (MLB) is a professional baseballorganization, and the oldest of the four major professional sports leagues in the United States and Canada. A total of 30 teams play in the National League (NL) and American League (AL), with 15 teams in each league. The NL and AL were formed as separate legal entities in 1876 and 1901 respectively. After cooperating but remaining legally separate entities beginning in 1903, the leagues merged into a single organization led by the Commissioner of Baseball in 2000. The organization also oversees Minor League Baseball, which comprises 256 teams affiliated with the Major League clubs. With the World Baseball Softball Confederation, MLB manages the international World Baseball Classictournament.",https://gamefaqs.akamaized.net/box/0/4/3/22043_front.jpg
A Nightmare on Elm Street,1990-10,2.76,,Action,"A Nightmare on Elm Street is a video game released on the Nintendo Entertainment System in October 1989 and 1990, loosely based on the Nightmare on Elm Streetfranchise. It was developed by Rare and published by LJN. It should not be confused with an unrelated game with the same title for the Commodore 64 and IBM PC released in 1989.",https://gamefaqs.akamaized.net/box/4/9/4/49494_front.jpg
Spider-Man: Return of the Sinister Six,1992-10,2.76,,Action,"Spider-Man: Return of the Sinister Six is a video game featuring the Marvel Comicscharacters Spider-Man and the Sinister Six, developed by Bits Studios and published by LJNfor the Nintendo Entertainment System in 1992. Versions of the game were also released for the Sega Master Systemand Game Gear by the Flying Edge division of Acclaim. The game is loosely based on the story arc of the same name, which was published in The Amazing Spider-Man #334-339 in the early 1990s.",https://gamefaqs.akamaized.net/box/2/4/3/22243_front.jpg
RoboCop,1989-12,2.75,,Action,"RoboCop is a beat 'em up/run and gun arcade gamedeveloped and published by Data East in 1988 based on the 1987 film of the same name. It was sub-licensed to Data East by Ocean Software, who obtained the rights from Orion Pictures at the script stage.",https://gamefaqs.akamaized.net/box/4/8/7/14487_front.jpg
Time Lord,1990-09,2.75,,Action,Time Lord is a side-scrollingaction-platform video gamedeveloped by Rare and published by Milton Bradley Company for the Nintendo Entertainment System. It was released in North America in September 1990 and in Europe in 1991.,https://gamefaqs.akamaized.net/box/8/2/2/49822_front.jpg
Dr. Chaos,1988-11,2.75,,Action Adventure,"Dr. Chaos, officially known as Dr. Chaos: Hell's Gate (ドクター・カオス 地獄の扉 Dokutā Kaosu: Jigoku no Tobira) in Japan, is an action-adventure game originally released in Japan for the Family Computer Disk System in 1987 by Pony Inc. An English localization was produced for the Nintendo Entertainment System that was released in North America by FCI in 1988, However, no advertisements for the game were made until 1990, 2 years after its North-American release.",https://gamefaqs.akamaized.net/box/7/6/6/40766_front.jpg
Advanced Dungeons & Dragons: DragonStrike,1992-07,2.75,,Action Adventure,"DragonStrike is a 1990 video game based on the Dungeons & Dragons fantasy tabletop role-playing game. DragonStrike is a flight simulator with some role-playing elements. The player character is a knight who flies on the back of a metallic dragon equipped with a lance and various magic items (among other things a magic orb that acts as a radar in the game). The player's dragon can use its recharging magical breath to attack and can also attack with its claws or bite if the dragon passes closely above enemies (likewise, should the dragon pass closely beneath enemies, the player character might attack with his sword). Opponents in the game include evil dragons with and without riders and other flying monsters such as manticores, wyverns, sivak draconians and beholderkin known as gas spores. Flying too close to the ground is another hazard for the player as enemy archers are present in some areas.",https://gamefaqs.akamaized.net/box/9/2/1/21921_front.jpg
Who Framed Roger Rabbit,1989-09,2.73,,Action Adventure,Who Framed Roger Rabbit is an action-adventure video game created for the Nintendo Entertainment System by Rareand published by LJN in 1989. The single-player game is loosely based on the film of the same name and had combined elements of graphic adventure computer games with some more traditional action adventure gameplay. A different version of the game was also released for various computer systems in 1988.,https://gamefaqs.akamaized.net/box/9/1/3/49913_front.jpg
Ring King,1987-09,2.73,,Sports,"Ring King, known in the PAL regions as King of Boxer, and known in Japan as Family Boxing (ファミリーボクシング Famirī Bokushingu), is an arcade boxing game published in 1985 by Data East in North America and by Woodplace, Inc. in the PAL regions.",https://gamefaqs.akamaized.net/box/6/2/0/49620_front.jpg
Krusty's Fun House,1992-09,2.73,,Puzzle,"Krusty's Fun House is a video game based on the animated sitcom The Simpsons. Originally released as Rat-Trap on the Commodore Amiga, it was developed by Fox Williams for the British software house Audiogenic, who licensed it to Acclaim Entertainment, the U.S.-based publishers of a range of games based on The Simpsons.",https://gamefaqs.akamaized.net/box/4/0/0/46400_front.jpg
Jordan vs Bird: One on One,1989-08,2.72,,Sports,"Jordan vs. Bird: One on Oneis a 1988 basketball video game developed by Electronic Arts. It is available for the Mega Drive/Genesis, the Nintendo Entertainment System, the Commodore 64, Game Boy and the PC. It was also available as a Tiger Handheld Electronic Game. It is the sequel to One on One: Dr. J vs. Larry Bird.",https://gamefaqs.akamaized.net/box/2/9/6/49296_front.jpg
Gotcha! The Sport!,1987-11,2.72,,Action,Gotcha! The Sport! is a video game for the Nintendo Entertainment System that was released in 1987 based on the film Gotcha! (1985). It uses the NES Zapper light gun and is a capture the flag-style game played with paintball guns loaded with simulated paintballs.,https://gamefaqs.akamaized.net/box/2/0/1/49201_front.jpg
Castlequest,1989-09,2.71,,Action Adventure,"Castle Quest is action-adventure game for the BBC Micro noted at the time of release as being the best game on the platform in its genre for its problem solving, colourful graphics and smooth scrolling..",https://gamefaqs.akamaized.net/box/9/9/0/48990_front.jpg
Castle of Dragon,1990-06,2.7,,Action,"Castle of Dragon, known as Dragon Unit (ド ラ ゴ ン ユ ニ ッ ト) In Japan, is a side-scrolling action game developed for arcade by Athena Co. in 1989, and later ported to the NES in 1990. The game was published in Japan by SETA Corporation, and in the United States by SETA U.S.A.",https://gamefaqs.akamaized.net/box/9/8/6/48986_front.jpg
The Addams Family: Pugsley's Scavenger Hunt,1993-08,2.69,,Action,The Addams Family: Pugsley's Scavenger Hunt is a game for the NES played by Danny and Arin on Template:Game Grumps. It was also the fourth game played under the Ghoul Grumps series.,https://gamefaqs.akamaized.net/box/4/3/5/22435_front.jpg
RoboCop 2,1991-04,2.69,,Action,"RoboCop 2 is a 1991 arcade game based on the film of the same name. The game plays similar to a beat em up/shoot em up, with Robocop having to kill all enemies before he can progress. When close to enemies, Robocop can punch and throw his foes. Different guns such as a rocket launcher can be found.",https://gamefaqs.akamaized.net/box/5/2/6/29526_front.jpg
Devil World,1987-07-15,2.69,,Action,"Devil World (Japanese: デビルワールド Hepburn: Debiru Wārudo) is a maze video gamedeveloped and published by Nintendo for the Nintendo Entertainment System. It was released in Japan on October 5, 1984, and in Europe on July 15, 1987. The game was also released on the Wii's Virtual Console in Japan on January 22, 2008, and in PAL regions on October 31, 2008. Due to Nintendo of America's strict policies on the use of religiousicons in games, it was not released in North America.",https://gamefaqs.akamaized.net/box/5/3/1/40531_front.jpg
To the Earth,1989-11,2.68,,Action,"To the Earth is a light gun shooter for the Nintendo Entertainment System. It was released on November 1989 in North America and in Europe on February 23, 1990. It uses the NES Zapper to destroy ships and gain powerups. The game requires quick reflexes and good aiming due to the enemy space crafts being very agile and quite difficult to shoot.",https://gamefaqs.akamaized.net/box/8/2/7/49827_front.jpg
Baseball,1985-10,2.67,,Sports,"Baseball is a 1983 video game from Nintendo. Being a launch game for the Nintendo Entertainment System, and the universal appeal of its namesake sport, are said to have made Baseball a key to the system's overall success, and an important piece of Nintendo history.",https://gamefaqs.akamaized.net/box/7/4/4/1744_front.jpg
Top Gun: The Second Mission,1990-01,2.67,,Simulation,"Top Gun: The Second Mission, released in Japan as Top Gun: Dual Fighters, is the second Top Gun game produced by Konami for the NES. It was released in Japan on December 15, 1989, in North America on January 1990, and in Europe and Australia on October 24, 1991.",https://gamefaqs.akamaized.net/box/8/3/9/49839_front.jpg
The Adventures of Bayou Billy,1989-06,2.66,,Action,"The Adventures of Bayou Billy is an action gamereleased by Konami for the Nintendo Entertainment System in North America in 1989 and in the PAL region in 1991. It is a revised version of the 1988 Family Computer game Mad City (マッド・シティ), which has been modified with many graphical changes and an increase in the game's difficulty level. The game employs various play styles that were popular at the time such as beat-'em-up, gun shooting and racing.",https://gamefaqs.akamaized.net/box/8/4/9/48849_front.jpg
Soccer,1987-03,2.66,,Sports,"Soccer is a video gameproduced by Intelligent Systems and Nintendo as part of its Sports Series for the Nintendo Entertainment System. It was released in Japan in 1985, in the United States at launch in 1985 and in Europe in 1987. It was also released for the Family Computer Disk System in 1986. It is also available on the Virtual Console since June 12, 2014, to be bought from the Wii Shop Channel and the Wii UNintendo eShop.",https://gamefaqs.akamaized.net/box/6/1/4/40614_front.jpg
Die Hard,1992-01,2.65,,Action,"Die Hard (ダイ・ハード Dai Hādo) is the name of two video games, one released for the Commodore 64 in 1990, and the other for the NES in 1991 by Activision (not to be confused with the earlier DOS video game created by Dynamix in 1989). Its gameplay is based on the 1988 movie Die Hard. During the game, the player rescues hostages and battles with terrorists from a top view perspective at Nakatomi Plazain Los Angeles.",https://gamefaqs.akamaized.net/box/4/7/5/29475_front.jpg
Mystery Quest,1989-04,2.65,,Action,"Mystery Quest, known in Japanese as Hao-kun no Fushigi na Tabi (ハオ君の不思議な旅, literally ""Hao's Mysterious Journey""), is a platform game developed by Carry Lab and published in Japan by Square's Disk Original Group on May 1, 1987 and in North America by Taxanin April 1989. The game follows the journey of ""Hao"" on his quest to become a wizard. As you progress through the game you gain various power ups that grant you different abilities. Your first power consists of firing a little magic ball at enemies, which can then be upgraded. As you proceed through the game you gain more life(vitality) and power ups. Bosses are encountered in dungeons or castles. Power ups are also encountered in dungeons or castles.",https://gamefaqs.akamaized.net/box/4/9/1/49491_front.jpg
Bigfoot,1990-07,2.65,,Racing,"Bigfoot is a racing video game released in July 1990 for the Nintendo Entertainment System. It was developed by Beam Software and published by Acclaim. The game was advertised by the legendary monster truck of the same name in the cartoon segment of the 1990 television show, Video Power, titled The Power Team. The show also often used sound effects for the actions of not only Bigfoot, but others as well.",https://gamefaqs.akamaized.net/box/7/4/6/26746_front.jpg
Defender of the Crown,1989-07,2.65,,Strategy,"Defender of the Crown is a strategy computer gamedesigned by Kellyn Beck. It was Cinemaware's first game, and was originally released for the Commodore Amiga in 1986, setting a new standard for graphic quality in home computer games.",https://gamefaqs.akamaized.net/box/2/7/0/29270_front.jpg
Wall Street Kid,1990-06,2.65,,Strategy,"Wall Street Kid is a video game released by Nintendo for the NES. It was originally released in Japan as The Money Game II: Kabutochou no Kiseki (ザ・マネーゲームII「兜町の奇跡」, ""The Money Game 2: The Miracle of Kabutochou""), which was the sequel to The Money Game. The storylines of the two versions are different but the layout and the scheme of the office are almost exactly the same. Only cosmetic changes were made to make it relevant with the North American audiences. Both of these games expect the player to exercise his avatar and go out on dates.",https://gamefaqs.akamaized.net/box/2/9/4/22294_front.jpg
Toxic Crusaders,1992-04,2.64,,Action,"Toxic Crusaders refers to a series of side-scrolling, beat 'em up/shoot 'em up/platformvideo games based on the American cartoon series Toxic Crusaders (1991), and Troma Entertainment's 1984 film The Toxic Avenger. The games were developed for the Nintendo Entertainment System, Game Boy and Sega Genesis, respectively by TOSE, Realtime Associates, and Infogrames, and released in 1992. Bandai released the NES and Game Boy games, while Sega handled the Genesis game. A Super NESversion was planned by Bandai around at the same time with the NES and Game Boy versions but it was never released for unknown reasons.",https://gamefaqs.akamaized.net/box/8/8/3/46883_front.jpg
Cliffhanger,1993-11,2.64,,Action,"Cliffhanger is a platform gamethat was released on November 17, 1993 based on the film of the same name. A plane filled with terrorists attempting to steal money from a treasury plane while airborne is shot down by an FBI plane. The terrorists survive and send out a distress signal, which the main character, Gabe, responds to. However, Gabe does not know that the mayday signal is coming from a group of terrorists, and after reaching them, the terrorists capture Gabe's partner, Hal, and hold him hostage. Gabe must then set out and retrieve the money in order to save Hal.",https://gamefaqs.akamaized.net/box/0/8/5/46085_front.jpg
Sesame Street: 123,1989-01,2.64,,Miscellaneous,"Sesame Street 1-2-3 featured two different games: ""Astro-Grover,"" and ""Ernie's Magic Shapes."" In Ernie's magic shapes, you had to match the right symbol to a base symbol. Astro-grover was a simple math game. It was developed by Rare and published by Hi-Tech Expressions.",https://gamefaqs.akamaized.net/box/6/5/5/49655_front.jpg
Target: Renegade,1990-03,2.64,,Action,"Target: Renegade is a scrolling beat'em up (or flip-screen on certain versions) computer game released on the Amstrad CPC, Commodore 64 and ZX Spectrum systems in the late 1980s by Ocean Software on their ""Imagine"" label, as well as a Nintendo Entertainment System version published by Taito. The game is a sequel to Renegade and was followed by Renegade 3. When acquiring the license to convert the original arcade game Renegade to home computers, Ocean acquired the option to produce and release their own home-computer-only sequels to the game, and Target Renegade was the first of these sequels.",https://gamefaqs.akamaized.net/box/7/8/5/49785_front.jpg
Hook,1992-04,2.63,,Action,"There have been several video games based on the 1991 filmHook. A side-scrolling platformgame for the Nintendo Entertainment System (NES) and Game Boy was released in the United States in February 1992. Subsequent side-scrolling platform games were released for the Commodore 64 and the Super Nintendo Entertainment System (SNES) later in 1992, followed by versions for the Sega CD, Sega Genesis, and Sega's handheld Game Gear console in 1993. An arcade game was also released in 1993.",https://gamefaqs.akamaized.net/box/1/0/7/25107_front.jpg
Hoops,1989-06,2.63,,Sports,"Hoops is an NES basketballvideo game that was released in 1988 for a Japanese audience and in 1989 for a North American audience. In Japan, the game is known as Moero!! Junior Basket - Two on Two (燃えろ！！ジュニアバスケット ツー オン ツー),which a part of ""Moero!!"" sports series.",https://gamefaqs.akamaized.net/box/2/4/2/49242_front.jpg
Darkman,1991-10,2.63,,Action,"Darkman was developed by Ocean Software (Painting By Numbers on the NES version) and published by Ocean Software in 1991. It was released for the Amiga, ZX Spectrum, Amstrad CPC, Commodore 64 and Atari ST. It also had two different games of the same name for the Nintendo Entertainment System and Game Boy. The game's plot is loosely based on the film of the same name.",https://gamefaqs.akamaized.net/box/1/1/4/29114_front.jpg
Rambo,1988-05,2.63,,Action,"Rambo (ランボー Ranbō) is a side-scrolling action-adventurevideo game produced by Pack-In-Video and released in North America by Acclaim on the Nintendo Entertainment System (NES) on December 4, 1987 in Japan, and May 1988 in North America. It is based on the film Rambo: First Blood Part II.",https://gamefaqs.akamaized.net/box/5/9/7/49597_front.jpg
Amagon,1989-04,2.62,,Action,"Amagon, known in Japan as Totsuzen! Machoman (突然! マッチョマン lit. Suddenly! Machoman), is a side-scrollingplatform action game for the Nintendo Entertainment System developed by Aicom. In the game, players take the role of Amagon, a Marine who is trapped on an island after his plane crashed. Inconveniently, his rescue ship is on the other side of the island, which Amagon must now cross on foot.",https://gamefaqs.akamaized.net/box/8/8/5/48885_front.jpg
King's Knight,1989-09,2.61,,Action,"King's Knight (キングスナイト Kingusu Naito) is a 1986scrolling shooter video gameco-developed by Square and Workss, and published by Square for the Nintendo Entertainment System and MSX. The game was released in Japan on September 18, 1986, and in North America in 1989. It was later re-released for the Wii's Virtual Console in Japan on November 27, 2007 and in North America on March 24, 2008. This would be followed by a release on the Virtual Console in Japan on February 4, 2015 for 3DS and July 6, 2016 for Wii U. The game became Square's first North American release under their Redmond subsidiary Squaresoft, and their first release as an independent company. The 1986 release's title screen credits Workss for programming. King's Knight saw a second release in 1987 on the NEC PC-8801mkII SR and the Sharp X1. These versions of the game were retitled King's Knight Special and released exclusively in Japan. It was the first game designed by Hironobu Sakaguchi for the Famicom. Nobuo Uematsu provided the musical score for King's Knight. It was Uematsu's third work of video game music composition.",https://gamefaqs.akamaized.net/box/3/2/6/49326_front.jpg
Top Gun,1987-11,2.61,,Simulation,"Top Gun also spawned a number of video games for various platforms. The original game was released in 1987 under the same title as the film. It was released on five platforms in total: PC, Commodore 64, ZX Spectrum, Amstrad CPC and Nintendo Entertainment System (NES) (with an equivalent version for Nintendo's ""VS."" arcade cabinets). In the game, the player pilots an F-14 Tomcat fighter, and has to complete four missions. A sequel, Top Gun: The Second Mission, was released for the NES three years later.",https://gamefaqs.akamaized.net/box/1/2/4/33124_front.jpg
Day Dreamin' Davey,1992-06,2.58,,Action Adventure,Day Dreamin' Davey is an action video game developed by Sculptured Software and published by HAL Laboratoryfor the Nintendo Entertainment System that uses a third-person overhead perspective.,https://gamefaqs.akamaized.net/box/0/5/4/49054_front.jpg
WWF WrestleMania: Steel Cage Challenge,1992-09,2.57,,Sports,"WWF WrestleMania: Steel Cage Challenge is a professional wrestling video game based on the World Wrestling Federation (WWF), released in 1992 by Acclaim Entertainment for the Nintendo Entertainment System and in 1993 for the Sega Master System and the Sega Game Gear handheld console. The NES version was subsequently released as a handheld TV game in 2018 under the name WWE WrestleMania: Steel Cage Challenge, with all references to the ""WWF"" name and logo replaced by ""WWE"" (and with two changes to the roster).",https://gamefaqs.akamaized.net/box/3/0/5/22305_front.jpg
Alpha Mission,1987-10,2.57,,Action,"Alpha Mission (ASO: Armored Scrum Object in Japan) is a vertical scrolling shooterarcade game created by SNKin 1985. It was later ported to the Famicom in 1986 and released for the Nintendo Entertainment System in 1987. A sequel game, aptly titled Alpha Mission II, was released for the Neo Geo arcade system in 1991.",https://gamefaqs.akamaized.net/box/8/1/5/44815_front.jpg
Caveman Games,1990-10,2.56,,Sports,"Caveman Ughlympics or Caveman Ugh-lympics is a 1988 Olympic-themed sportsvideo game set in the Stone Age. It was developed for the Commodore 64 and MS-DOSby Dynamix and published by Electronic Arts. The Nintendo Entertainment System version, named Caveman Games, was ported and released by Data East USA, a subsidiary of Data East.",https://gamefaqs.akamaized.net/box/0/0/4/49004_front.jpg
Karateka,1985-12-05,2.55,,Action,"Karateka is a 1984 martial artsaction game by Jordan Mechner, and was his first published game, created while attending Yale University. It was originally programmed for the Apple II, then widely ported. The game was published in North America by Broderbund, and in Europe by Ariolasoft. Along with Swashbuckler (1982), Karate Champ (1984), and Yie-Ar Kung Fu (1985), Karateka was one of the earliest fighting games.",https://gamefaqs.akamaized.net/box/5/9/2/40592_front.jpg
Fist of the North Star,1989-04,2.55,,Action,"Numerous video game titles based on the Fist of the North Star have been produced since the 1986 release of the Enix adventure game, simply titled Hokuto no Ken for the PC-88. The earlier games in the franchise were released by Sega for the Mark III and Mega Drive and by Toei Animation for Nintendo's Famicom, Game Boy and Super Famicom. These titles included side-scrolling action games, role-playing video games and competitive-style fighting games. The two Sega titles were stripped of the license and rebranded for the international market under the titles of Black Belt and Last Battle for the Sega Genesis. Two Toei titles, namely Fist of the North Star for the Nintendo Entertainment System released by Taxan Soft in 1989 and Fist of the North Star: 10 Big Brawls for the King of Universe for the Game Boy released by Electro Brain in 1991, had American releases with the license intact.",https://gamefaqs.akamaized.net/box/1/5/7/49157_front.jpg
Dragon Power,1988-03,2.55,,Action Adventure,"One of the first Dragon Ball video games ever released, Shenron no Nazo follows the first two volumes of the Dragon Ball manga. It's better known outside of Japan for its heavily-localized North American release (as Dragon Power).",https://gamefaqs.akamaized.net/box/0/8/8/49088_front.jpg
Dick Tracy,1990-08,2.54,,Action Adventure,"Dick Tracy appeared in a number of video gamesreleased as tie-ins for the motion picture: The NES and Game Boy games, developed by Realtime Associates and published by Bandai",https://gamefaqs.akamaized.net/box/8/3/3/24833_front.jpg
Knight Rider,1989-12,2.53,,Racing,"Knight Rider is a racing video game for the Nintendo Entertainment System that is very loosely based on the television show of the same name. The gameplay is simple: There are fifteen cities that are featured, starting with San Francisco and ending in Los Angeles. KITT can be upgraded with more fuel and shield capacities. It can also have its top speed upgraded, and how many lasers/missiles it starts with. In the first six missions, there are allies, represented by Knight trucks who will give a powerup to you.",https://gamefaqs.akamaized.net/box/3/3/6/49336_front.jpg
Ikari Warriors,1987-05,2.51,,Action,"Ikari Warriors is a vertically scrolling, run & gun shoot 'em up arcade game developed by SNK, published in North America and Europe by Tradewest, and released in 1986. Originally titled Ikari (怒, ""Fury"") in Japan, Ikari Warriorswas SNK's first major breakthrough US release. The game was released at the time when there were many Commando clones on the market. What distinguished Ikari Warriors were rotaryjoysticks and a two-playermode.",https://gamefaqs.akamaized.net/box/2/4/9/49249_front.jpg
M.U.S.C.L.E.: Tag Team Match,1986-10,2.51,,Sports,"Tag Team Match: M.U.S.C.L.E. (キン肉マン マッスルタッグマッチ Kinnikuman: Massuru Taggu Matchi, ""Kinnikuman Muscle Tag Match"") is based on characters from Yudetamago's manga and anime series Kinnikuman. It has eight playable characters, each with his own special move. The game was followed by a 1987 Japan-only sequel for the Famicom Disk System titled Kinnikuman: Kinniku-sei Ōi Sōdatsusen (キン肉マン キン肉星王位争奪戦 Kinnikuman: Scramble for the Throne).",https://gamefaqs.akamaized.net/box/3/9/0/49390_front.jpg
Ghostbusters II,1990-04,2.49,,Action,"Ghostbusters II is a 1990 action video game for the NES, developed by Imagineering and published by Activision. It is based on the 1989 film of the same name, and was released in the United States in April 1990, followed by a United Kingdom release in March 1991.",https://gamefaqs.akamaized.net/box/4/6/1/33461_front.jpg
Urban Champion,1986-06,2.49,,Action,"Urban Champion (アーバンチャンピオン) is a 2-player fighting game produced by Nintendo in 1984. It was inspired by the 1984 Game & Watch title Boxing (also known as Punch-Out!!). It is also Nintendo's first 2D fighting game, eventually followed in 1993 by Joy Mech Fight, released exclusively in Japan for the same platform.",https://gamefaqs.akamaized.net/box/8/8/6/49886_front.jpg
Platoon,1988-12,2.49,,Action,"Platoon is an action game developed by Ocean Software and published by Data East for the Amiga, Amstrad CPC, Apple II, Atari ST, Commodore 64, PC DOS and ZX Spectrum in 1987-1988. The NES version was ported and published by Sunsoft in 1988. It was the first video game adaptation of the 1986 war film Platoon, followed by the 2002 game.",https://gamefaqs.akamaized.net/box/5/3/6/49536_front.jpg
Jaws,1987-11,2.48,,Action,"Jaws is a video game for the Nintendo Entertainment System that is loosely based on the film franchise of the same name, specifically Jaws: The Revenge, the fourth and final film in the series. The box art is modeled heavily after the theatrical poster, and the back of the box mentions ""...like it's personal"", perhaps as a reference to said movie's tagline. However, the game does take elements from the first film. It is one of several LJN-published titles produced by the Japanese company Atlus, although Westone was subcontracted to actually develop it.",https://gamefaqs.akamaized.net/box/7/0/1/14701_front.jpg
Bible Adventures,1990-,2.48,,Action,"Bible Adventures is a Christian video game by Wisdom Tree first released in 1991 for the Nintendo Entertainment System, and ported to the Mega Drive/Genesis in 1995. The game was unusual in that it was never sold in video game outlets. It contains three different games: Noah's Ark, Baby Moses, and David and Goliath, all of which are based rather loosely on stories from the Bible. The gameplay of these games is sidescroller style similar to that of Super Mario Bros. 2 for the NES. The game also features Jesu, Joy of Man's Desiring, by J. S. Bach, as the background music for the title screen. The game bypasses the 10NES lockout chip by emitting a voltage spike when the NES control deck is turned on.",https://gamefaqs.akamaized.net/box/3/0/9/43309_front.jpg
WWF WrestleMania,1989-01,2.48,,Sports,"WWF WrestleMania (named after the annual pay-per-view event) is a Nintendo Entertainment System (NES) video game created by Rareand published by Acclaim Entertainment in 1989. It was the first WWF licensed NES game and the second WWF game overall, the first being MicroLeague Wrestling. WrestleMania also marked the beginning of a long relationship between Acclaim and the WWF which lasted ten years. Released just months prior to WrestleMania V, it was intended to help build up to that event. The game's title screen features the tagline for WrestleMania III: ""Bigger. Better. Badder.""",https://gamefaqs.akamaized.net/box/3/0/1/22301_front.jpg
Friday the 13th,1989-02,2.48,,Action Adventure,"Friday the 13th: The Game is a survival horror video gameformerly developed by IllFonic, and published by Gun Media. It is based on the film franchise of the same name. It was released on May 26, 2017 as a digital release and later released on October 13, 2017 as a physical release for Microsoft Windows, PlayStation 4, and Xbox One, with a Nintendo Switch version set to release on August 13, 2019.",https://gamefaqs.akamaized.net/box/9/6/5/21965_front.jpg
The Karate Kid,1987-11,2.47,,Action,"The Karate Kid is a video game published by LJN and developed by the Japanese company Atlus Co., Ltd for the NES. The gameplay loosely follows plot elements from the first and second Karate Kidfilms. Later that year, a fighting game (like International Karate) was released on the Amiga and Atari ST by Microdeal (The Karate Kid Part 2: The Computer Game).",https://gamefaqs.akamaized.net/box/3/0/2/49302_front.jpg
