title,released,gf_score,metascore,genre,description,cover_art_url
The Peanuts Movie - Snoopy's Grand Adventure,2015-11-03,,,Platformer,"Join Snoopy and the Peanuts gang on a whimsical side-scrolling adventure inspired by the beloved movie. Play as Snoopy and explore colorful environments filled with platforming challenges, hidden collectibles, and light puzzle-solving. Transform into Snoopy's imaginative alter-egos including the Flying Ace, Joe Cool, and the Astronaut, each with unique abilities that help you navigate obstacles and defeat enemies. Search for the missing Beagle Scouts across diverse worlds, from mysterious forests to ancient temples.",
The Rivers of Alice,2015,,,Adventure,"Enter the dreamlike world of Alice's subconscious in this surreal point-and-click adventure. Guide young Alice through a series of hand-painted landscapes filled with puzzles that represent her deepest fears and anxieties. Each chapter introduces memorable characters and symbolic challenges that must be solved to help Alice overcome her inner demons. The game combines stunning watercolor-style artwork with an evocative soundtrack to create a meditative, atmospheric experience. Use simple touch controls to explore ethereal environments, collect items, and interact with the strange inhabitants of Alice's mind.",https://images.launchbox-app.com/a892eae7-f122-46f2-9325-fca6509bff67.jpg
The Smurfs 2,2013-07-23,,,Platformer,"Join the Smurfs in this family-friendly platformer adventure inspired by the animated film. Play as a Smurf and traverse through enchanting environments from Paris to the magical Smurf Village, using unique abilities to overcome obstacles and enemies. The game features cooperative gameplay where players can team up locally, utilizing the Wii U GamePad for asymmetric multiplayer experiences. Navigate colorful 3D levels filled with collectibles, solve environmental puzzles, and face off against the evil wizard Gargamel and his schemes.",https://images.launchbox-app.com/bb1b57e2-ca37-4011-9332-2af626e839fd.jpg
The Stonecutter,2015-06-04,,,Interactive Storybook / Visual Novel,"Based on a classic Chinese folk tale, The Stonecutter tells the story of a poor stonecutter who envies those above him in the social hierarchy. A spirit grants his wishes to become wealthier and more powerful, but satisfaction remains elusive. This interactive storybook features multiple story paths and endings where players make choices that determine the stonecutter's fate. A brief morality tale exploring themes of contentment, envy, and the consequences of never being satisfied with what you have.",https://images.launchbox-app.com/bcde15db-4d72-4b94-9723-7f2d506a38e4.png
The Swapper,2016-11-17,,,Puzzle,"Navigate a derelict space station in this atmospheric puzzle-platformer where you wield a device that creates clones and swaps consciousness between them. Solve mind-bending puzzles by positioning up to four clones simultaneously, then transfer your awareness to navigate hazards and reach seemingly impossible areas. The station's mysterious rock formations seem to defy explanation, and scattered logs hint at the fate of the crew. With its haunting clay-modeled visuals, moody soundtrack, and philosophical narrative exploring themes of identity and consciousness, The Swapper delivers a cerebral sci-fi experience that challenges both your puzzle-solving skills and your perception of self.",https://images.launchbox-app.com/01a6955b-b8a3-47ae-982e-4f1bb10b6218.jpg
The Swindle,2015-12-15,,,Action,"Break into buildings, hack computers, and steal cash in this steampunk heist game where every decision counts. You're a master thief with just 100 days to pull off the ultimate score: hacking Scotland Yard's omniscient surveillance system before it goes online. Each randomly generated building presents unique challenges—disable security systems, avoid guards and robots, grab the loot, and escape before the police arrive. Permanent death means losing everything, but the money you steal funds crucial upgrades like better hacking tools, stronger bombs, and enhanced mobility.",https://images.launchbox-app.com/7bd59ef9-63ae-44f4-aa96-5a09ba338661.png
The Voice - I Want You,2014-11-21,,,Music,"Step into the spotlight with The Voice - I Want You, the official game based on the hit TV singing competition. Perform popular songs across multiple genres while the iconic coaches evaluate your vocal performance using the Wii U GamePad's microphone. Experience the authentic show format as you progress through blind auditions, battle rounds, and live performances, aiming to impress coaches and win their support. The game features motion controls for stage presence, multiplayer modes for competitive singing battles, and a track list spanning contemporary hits and classic favorites. Whether singing solo or competing with friends, prove you have what it takes to be the next Voice champion.",
The Walking Dead - Survival Instinct,2013-03-19,,,First-Person Shooter,"Step into the boots of Daryl Dixon in this first-person action game set in the early days of the zombie apocalypse. Before the events of the TV series, survive your way across the undead-infested Georgia countryside alongside your brother Merle. Scavenge for supplies, manage limited resources, and choose your path through a desperate journey to Atlanta. Every decision matters as you decide whether to help survivors or leave them behind, fight walkers or slip past undetected, and ration fuel and ammunition for the dangers ahead. The GamePad displays your inventory and map for quick tactical decisions.",
The Wonderful 101,2013-09-15,4.12,78,Action,"The Wonderful 101 is an action-adventure game developed by PlatinumGames and published by Nintendo for the Wii U. The game was directed by Hideki Kamiyaand produced by Atsushi Inaba; the pair also worked together on the Viewtiful Joe series and Ōkami. It was released in August 2013 in all major regions except North America, where it released the following month.",https://images.launchbox-app.com/7420e0c3-7ded-4776-ac9b-794d8f3773db.jpg
Thomas Was Alone,2016-05-19,,,Puzzle-Platformer,"Guide a cast of sentient AI rectangles through a minimalist platforming adventure where friendship shapes everything. Each character possesses unique abilities—from Thomas's balanced jumps to Claire's floating prowess—requiring clever cooperation to navigate increasingly complex puzzle chambers. The brilliant narration by Danny Wallace brings unexpected warmth and personality to simple geometric shapes, transforming abstract blocks into genuinely compelling characters with hopes, fears, and relationships.",https://images.launchbox-app.com/89702587-d15d-445c-b52b-72e2a292d8e6.png
Titans Tower,2016-09-22,,,Action/Arcade,"Jump between the walls of a castle tower, grabbing loot and dodging spikes as you ascend. Catch power-ups to enhance your climb while racking up the highest score possible. This fast-paced vertical climber demands quick reflexes and sharp timing as obstacles appear in your path. Alternate between walls, snag coins, and push for new records in this arcade-style score-chaser from RCMADIAX. Sources: - [Nintendo Life - TITANS TOWER (2016) | Wii U eShop Game](https://www.nintendolife.com/games/wiiu-eshop/titans_tower) - [HonestGamers - Titan's Tower (Wii U) Review](https://www.honestgamers.com/13462/wii-u/titans-tower/review.html) - [GameFAQs - Titan's Tower Release Information](https://gamefaqs",https://images.launchbox-app.com/5653e003-303c-48e3-8dee-a38f37a7ed0a.png
Tnt Racers,2013,,,Racing,"TNT Racers delivers explosive top-down racing action where victory demands more than just speed. Race through vibrant tracks while dropping mines, launching missiles, and using power-ups to blast opponents off the screen. The unique elimination mechanic keeps the tension high—fall too far behind and you're out of the race. Compete across multiple game modes including Championship, Time Trial, and the chaotic Survival mode where only one racer can claim victory. With local multiplayer support for up to four players, TNT Racers transforms your living room into a battle arena on wheels.",https://images.launchbox-app.com/46ed1475-c6df-4edd-ba4b-cf143d505a1d.jpg
Toby the Secret Mine,2017-01-19,,,Puzzle-Platformer,"Navigate a dark and atmospheric world as Toby in this haunting puzzle-platformer adventure. Traverse dangerous environments filled with deadly traps, solve intricate puzzles, and overcome challenging obstacles to rescue kidnapped friends from a mysterious kidnapper. The minimalist art style creates an eerie, shadowy world where every step could be your last. Use stealth, timing, and clever problem-solving to progress through increasingly complex levels. With physics-based puzzles, environmental hazards, and a somber atmosphere reminiscent of LIMBO and INSIDE, this indie gem challenges both your reflexes and your mind as you uncover the secrets of a sinister mine.",https://images.launchbox-app.com/71681dac-6756-45fa-b6c0-2b4038f8428a.jpg
Toki Tori,2013-11-07,3.69,,Puzzle,"Toki Tori is a puzzle video game with platform elements originally released by Capcom in September 2001 for the Game Boy Color. It was developed by Dutch video game development company Two Tribes B.V.and is their first published video game. The game follows a young chick, Toki Tori, and his quest to rescue his younger siblings, still in their eggs. To progress through the game, the player must pick up each egg on a level using a set number of tools, with new tools being introduced as the player progresses through the four worlds. This usually involves careful planning and creative thinking.",https://images.launchbox-app.com/4b064e2c-c018-4550-9800-0500a014c3d4.jpg
Toki Tori 2+,2013-04-04,3.92,76,Puzzle,"Toki Tori 2 is a puzzle platform game, developed by Dutch video game development company Two Tribes. It is the sequel to the 2001 game Toki Tori. The game was originally announced in December 2011 with an intended release for Spring 2012 for Steam and iOS devices (and was later announced as a Wii U game), but the game was pushed back due to longer than expected development times. The game was released on April 4, 2013 for Wii U and on July 11, 2013 on Steam for Windows and for Mac OS X.",https://images.launchbox-app.com/e40720d1-6e45-4dfa-b2a7-a90856d91d90.jpg
Tokyo Mirage Sessions #FE,2016-06-24,3.79,80,Role-Playing,"Tokyo Mirage Sessions ♯FE (formerly known as Shin Megami Tensei x Fire Emblem) is a 2015 crossover role-playing video game developed by Atlus and Nintendo ERD and published by Nintendo for the Wii U home console. The game combines gameplay, narrative and aesthetic elements from Atlus' Shin Megami Tensei and Nintendo's Fire Emblem series. It was released in Japan in December 2015, and worldwide in June 2016.",https://images.launchbox-app.com/172605f2-11e1-41c1-b4cf-82249754280d.jpg
Toto Temple Deluxe,2015,,,Action,"Toto Temple Deluxe is a frantic local multiplayer action game where up to four players compete to control a single goat and score points by holding onto it. The longer you possess the goat, the more points you rack up, but your opponents will stop at nothing to steal it away. Dash, bounce, and leap through colorful arenas filled with hazards and power-ups as matches descend into hilarious chaos. The simple controls make it easy to jump in, but mastering the physics-based movement and timing your attacks takes skill. With multiple game modes including King of the Hill variants and party modes, Toto Temple Deluxe delivers fast-paced couch competition perfect for game nights.",https://images.launchbox-app.com/482a46b3-dd88-4f97-aa2c-e57ea3f7da8a.jpg
Touch Selections,2016-09-08,,,Puzzle / Arcade,"Touch Selections bundles two GamePad touchscreen games: Peg Solitaire and Avoider. In Peg Solitaire, solve 14 puzzle boards by jumping pegs to remove them, aiming to leave only one remaining. Each board presents a uniquely shaped challenge testing strategic thinking. Avoider offers fast-paced arcade action where you guide a white triangle across the screen to dodge incoming pink triangles from all directions. Both games utilize simple touch controls designed for quick play sessions on the Wii U GamePad. Sources: - [TOUCH SELECTIONS for Wii U - Nintendo Game Details](https://www.nintendo.com/games/detail/touch-selections-wii-u/) - [TOUCH SELECTIONS Review (Wii U eShop) | Nintendo Life](https",https://images.launchbox-app.com/4a712187-004e-474a-927e-5482d8323a79.png
Transformers Prime,2012-10-30,,,Action,"Join the Autobots in their battle against the Decepticons in this third-person action brawler based on the hit animated series. Play as Optimus Prime, Bumblebee, Arcee, Autobot Ratchet, and Bulkhead as you fight to protect Earth from Megatron's forces. Engage in intense combat using each character's unique weapons and special abilities - unleash Optimus Prime's Ion Blaster, strike with Arcee's speed and agility, or deploy Bumblebee's electric stingers. Battle through multiple environments from the show, facing off against powerful Decepticons in arena-style combat. Master devastating combo attacks and special moves to defeat waves of enemies.",https://images.launchbox-app.com/e70168d7-2ff3-447f-b604-e717ad3d1d34.jpg
Transformers Rise of the Dark Spark,2014-06-24,,,Action,"Battle as Autobots and Decepticons across two parallel storylines in this third-person shooter that bridges the gap between the Cybertron games and the Michael Bay films. Switch between over 40 playable characters including Optimus Prime, Bumblebee, and Megatron as you fight for control of the Dark Spark, an ancient artifact with reality-altering power. Engage in intense combat using each Transformer's unique weapons and abilities, from devastating melee attacks to long-range firepower. Experience the war for Cybertron through multiple perspectives, making crucial decisions that affect the story's outcome.",https://images.launchbox-app.com/5f278d7b-9013-45ad-82e2-1740d86ec8de.jpg
Tri-Strip,,3.28,,,,https://images.launchbox-app.com/0dd9d2de-7a9c-43bf-902c-a8edff550993.jpg
Trine - Enchanted Edition,2015-11-20,,,Puzzle-Platformer,"Guide three unlikely heroes through a beautiful fantasy world filled with physics-based puzzles and combat. Play as Amadeus the Wizard, Pontius the Knight, and Zoya the Thief, each with unique abilities that must work together to overcome obstacles. Conjure boxes and planks, deflect fireballs with your shield, or fire arrows through distant foes. The game's innovative three-character system lets you switch heroes instantly or team up with friends in online and local co-op. Solve environmental puzzles using creative combinations of magic, strength, and agility while battling goblin armies and enormous bosses.",
Trine 2: Director's Cut,2012-11-18,3.82,84,Action,"The Trine 2: Director's Cut edition, released at first only for Nintendo's Wii U console, features the original game with the Goblin Menace expansion, alongside the enhanced controls that take advantage of the GamePad controller, as well as an exclusive level called the ""Dwarven Caverns"". A multiplayer mode called Magic Mayhem was in development at one point but was later scrapped in favor of more focus on the Dwarven Caverns level. Director's Cut edition also features a flexible control scheme, especially for the game's multiplayer mode which is both local and online, where players can, alongside the GamePad, use Wii Remotes, Nunchuks, Wii U Pro Controllers, and even the original Wii Cla...",https://images.launchbox-app.com/3106d156-e0a6-445a-a968-746ef91a433b.png
Triple Breakout,2017-05-04,,,Action/Puzzle,"Triple Breakout combines classic Breakout and Pong mechanics into a competitive arcade experience. Control a paddle to deflect balls horizontally across the screen, scoring points by destroying center blocks while trying to send the ball past your opponent's goal. Blocks alter ball direction and speed, awarding points to the last player who struck them. Classic power-ups modify paddle size and introduce multiple balls. Face off against AI opponents or chase high scores in solo mode across quick, arcade-style sessions. Sources: - [Triple Breakout for Wii U - GameFAQs](https://gamefaqs.gamespot.com/wii-u/208874-triple-breakout) - [Triple Breakout (2017) | Wii U eShop Game | Nintendo Life](htt",https://images.launchbox-app.com/b82fc475-6c27-4a57-a557-f729f30bcbb6.jpg
Tumblestone,2016-07-12,,,Puzzle,"Tumblestone revolutionizes the match-3 genre by requiring careful planning and strategic thinking. Unlike traditional match-3 games where you can usually find a move, Tumblestone's puzzles have only one solution, demanding precise execution. Clear the board by matching three or more blocks of the same color, but think ahead—the wrong move means starting over. Features an extensive Story Mode with over 360 unique puzzles across diverse environments, plus competitive multiplayer modes for up to four players. Master dozens of gameplay modifiers that dramatically change your approach, from gravity shifts to new block types.",https://images.launchbox-app.com/c1d2b9da-81d1-4f82-a48a-07294ff3d0f4.jpg
Turbo Super Stunt Squad,2013-11-18,,,Racing,"Race through vibrant tracks as your favorite characters from the Turbo animated film in this action-packed kart racer. Master spectacular stunts, power-slide around corners, and unleash special abilities unique to each snail racer. Compete across diverse environments from the movie, performing gravity-defying tricks and building boost combos to leave opponents in the dust. Multiple game modes let you tackle time trials, compete in tournaments, or challenge friends in split-screen multiplayer. The stunt system rewards creativity and risk-taking, letting you chain together flips, spins, and wall-rides for massive speed boosts.",https://images.launchbox-app.com/196b70ab-65aa-4741-948b-b4acb4504d99.png
Turtle Tale,2014-10-09,,,Platformer,"Control Shelldon the turtle as Turtle Island falls under siege by Captain O'Haire and his monkey pirate army. Armed with a water gun, blast enemies and collect 100 fruits across 15 colorful 2D platforming levels spanning five unique areas. Navigate simple controls through the first quest, then unlock a harder second playthrough with limited hearts by gathering all collectibles. This budget-friendly eShop title features HD visuals optimized for Wii U, delivering classic side-scrolling action with straightforward gameplay and vibrant graphics. Sources: - [Turtle Tale for Wii U - Nintendo Game Details](https://www.nintendo.com/games/detail/turtle-tale-wii-u/) - [Turtle Tale (Wii U eShop)- Revi",https://images.launchbox-app.com/4512597c-7767-486a-aec4-bf9ebf30bb9b.jpg
Twin Robots,2016,,,Puzzle-Platformer,"Guide two robots through a series of challenging puzzle-platforming stages in this unique cooperative experience that you can play solo or with a friend. The twist? One robot is trapped in a cage and running out of energy, while the other must navigate dangerous obstacles to collect energy orbs and share them to keep both robots alive. Switch between the two characters to solve environmental puzzles, avoid deadly hazards, and work together across 28 levels of increasing difficulty. With its distinctive energy-sharing mechanic and charming visual style, Twin Robots offers a fresh take on cooperative puzzle-platforming that demands careful planning and precise timing.",https://images.launchbox-app.com/1462c4f9-47aa-4724-8d77-5825fc1380ea.png
Typoman,2015-11-19,,,Puzzle-Platformer,"Typoman is a dark atmospheric puzzle-platformer where you control a hero crafted from letters, navigating a hostile world dominated by an evil power. The core mechanic revolves around crafting words to alter your environment and solve intricate puzzles - rearrange letters to create words like ""ON"" to activate machinery, or ""UP"" to raise platforms. The game combines challenging platforming with clever wordplay puzzles that require both linguistic creativity and logical thinking. As you journey through the dystopian landscape, you'll craft, push, and manipulate letters to overcome obstacles, defeat enemies, and uncover the narrative.",https://images.launchbox-app.com/e90ae28a-dfde-4202-adc7-bcd00096c774.jpg
U Host,2016-03-03,,,Party/Trivia,"Host your own customizable game show with up to four players or teams competing as contestants. Leveraging the Wii U GamePad as your control hub, choose from over 1,000 questions across 10 categories or create your own with the built-in question creator. Features multiple pre-set game show modes and 20+ mini-games to keep the party entertaining. The GamePad serves as the host's second screen for managing questions, scoring, and gameplay while contestants answer on-screen. Perfect for family gatherings or party nights where you control the action. Sources: - [U Host Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/u_host) - [U Host (2016) | Wii U eShop Ga",https://images.launchbox-app.com/a3c8ca20-8cb1-487a-b2e4-90c359b5d71b.png
Ultratron,2015,,,Action,"Ultratron is a frantic twin-stick shooter set in a neon-drenched robot apocalypse. Battle through endless waves of increasingly hostile machines as you fight to become the last sentient being in the universe. Upgrade your weapons, shields, and abilities between rounds using collected loot. The game features supremely tight controls, explosive particle effects, and a pulsing synthwave soundtrack that drives the relentless action. Each run offers procedurally-varied enemy patterns and strategic upgrade choices. Master bullet-hell dodging while unleashing devastating firepower across minimalist arenas filled with deadly geometric foes. Pure arcade intensity with modern roguelike progression.",https://images.launchbox-app.com/383a50eb-3f9e-4680-bc7a-82a2e7e076bb.png
Unalive,2018-04-26,,,Action Roguelike,"Navigate randomly generated laboratory rooms as a victim of a terrible experiment. This action roguelike features permadeath, demanding precision and quick thinking with only one life to survive. Collect unique items to enhance your abilities, overcome deadly traps, and defeat challenging bosses. Each playthrough offers random skill items, unpredictable room layouts, and varied boss encounters in this dark, atmospheric adventure through a secret facility where death means starting over. Sources: - [Unalive (2018) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/unalive) - [Unalive for Wii U Reviews](https://www.metacritic.com/game/unalive/) - [Unalive (2018)",https://images.launchbox-app.com/66e91bbd-bfae-4fae-bfa5-01e08dc6f4b1.jpg
Underground,2015-01-08,,,Puzzle,"Guide young Sari and her robot butler Sw4nk through treacherous underground caverns in this unique puzzle game. When Sari's father banishes Sw4nk to the mines, she defies his orders to rescue her mechanical friend. Navigate challenging environments using precision controls designed to teach laparoscopic surgery skills. Solve intricate puzzles while uncovering a heartwarming story of friendship and determination. Features optional specialized controller support that mimics surgical instruments, blending entertainment with genuine medical training applications. Sources: - [Underground (2015) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/underground) - [Unde",https://images.launchbox-app.com/f71c5f2c-07dc-4ebe-926f-68ed1536258b.jpg
Unepic,2014-01-16,4.03,72,Action,"Unepic (stylized as UnEpic) is a video game which was released on September 30, 2011. The game was developed in Barcelona, Spain by Francisco Tellez de Meneses and various collaborators.",https://images.launchbox-app.com/7540f62c-5f19-4007-9a80-a319ae152245.jpg
Use Your Words,2017-04-07,,,Party,"Use Your Words is a hilarious party game that transforms your smartphone into a controller for creative comedic chaos. Compete with friends by writing witty captions for bizarre photos, filling in dialogue for obscure foreign films, crafting answers to absurd survey questions, and completing other laugh-out-loud prompts. The game shines in local multiplayer sessions where quick thinking and sharp humor reign supreme. Each round presents fresh opportunities to outsmart and out-funny your opponents as everyone votes on the best responses. Whether you're captioning a confused cat or dubbing a vintage instructional video, the humor comes from your own creativity rather than pre-written jokes.",https://images.launchbox-app.com/3f5590e9-8af5-4a21-af71-b29afe1d5044.jpg
Vektor Wars,2016-07-28,,,First-Person Shooter,"Command a Space Ranger in this neon-drenched first-person shooter inspired by 80s arcade classics like Battlezone and Robotron. Battle through nine unique zones to destroy robot armies and rescue the Robodudes. Features multiple game modes including Arcade (three lives against endless waves), Deadline (five-minute chaos), Sequence (two minutes per zone), and Survival (one life, increasing pressure). Dual-stick controls deliver fast-paced action wrapped in retro-futuristic visuals that celebrate the cyberpunk aesthetic of the 1980s. Sources: - [Vektor Wars Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/vektor_wars) - [Vektor Wars for Wii U - GameFAQs](h",https://images.launchbox-app.com/0b7196f8-5326-4c50-a9fd-23864cfd8671.png
VoxelMaker,2016-09-15,,,Creative/Sandbox,"VoxelMaker transforms the Wii U GamePad into a powerful 3D creation studio, letting you build voxel-based worlds block by block. Design intricate structures, sculpt detailed characters, or craft entire environments using an intuitive touch-based interface. The game features a robust toolset including symmetry modes, color palettes, and geometric shapes to speed up your creative process. Share your creations with the Miiverse community or export them as QR codes for others to scan and import. Whether you're building pixel art, architectural marvels, or abstract sculptures, VoxelMaker provides the perfect canvas for 3D artistic expression on Nintendo's dual-screen console.",https://images.launchbox-app.com/a09311b9-a3aa-48e7-9f55-bde675555eb5.png
Vrog,2016-10-06,,,Action,"Play as a frog in your favorite pond, leaping across lily pads to catch insects and beat high scores in this unique virtual reality experience. Using the GamePad's gyroscope, look around by turning the controller and hop to lily pads or catch bugs simply by looking at them—no buttons required. Avoid dangerous wasps and a hungry stork in Arcade and Survival modes, while collecting special insects that grant abilities like slowed time and night vision. With child-friendly design and innovative motion controls, VRog offers accessible VR gameplay for all ages.",https://images.launchbox-app.com/46d4d143-3dc2-4228-a698-17c0696bb3a7.jpg
Völgarr the Viking,2014,,,Action,"Völgarr the Viking is a brutally challenging 2D action platformer that pays homage to classic arcade games of the 1980s. As the undead warrior Völgarr, summoned by Odin to defeat an evil dragon, you must battle through seven perilous worlds filled with mythological monsters, deadly traps, and environmental hazards. Master precise controls and timing as you wield your sword and spear against relentless enemies. The game features no checkpoints within levels, demanding perfection and memorization. Unlock power-ups like the flaming sword and double-jump ability to reach secret paths and hidden treasure chests.",https://images.launchbox-app.com/7b87a159-c6a7-419c-9bf8-673a7ba50e89.png
Warriors Orochi 3 Hyper,2012-11-18,4.06,64,Action,"The Wii U port of the game, Warriors Orochi 3: Hyper (Musou Orochi 2: Hyper in Japan) was announced at the 2012 Tokyo Game Show as one of the launch titles for the console. Unlike past releases, this port launched outside Japan first. Hyper features a new multiplayer mode called ""Duel Mode"" in which players battle enemies using three-man teams. Players will also have the option to play the game using a Wii U Pro Controller or the Wii U GamePad. The GamePad can be used to display an expanded mini-map. Local co-op includes an option that allows each player to have a full screen to play on, with one player using the TV screen while the other uses the GamePad's screen.",https://images.launchbox-app.com/347d5551-72d4-4eb5-acbc-80ec92546a1b.jpg
Watch Dogs,2014-11-18,3.79,62,Action Adventure,"Watch Dogs is an action-adventure video game developed by Ubisoft Montreal and published by Ubisoft. It was released worldwide on May 27, 2014 for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, and Xbox One. A Wii U version was released in November 2014. Set in a fictionalized, free-roam, open world version of Chicago, the single-player story follows hacker Aiden Pearce's search for revenge after the killing of his niece. The game is played from a third-person perspective, and the world is navigated on foot or by vehicle. An online multiplayer mode allows up to eight players to engage in cooperative and competitive gameplay.",https://images.launchbox-app.com/1f3840bb-dfa8-45ac-8141-595a6ea54851.jpg
Wheel of Fortune,2012-11-18,,,Trivia,"Spin the iconic wheel and solve word puzzles in this digital adaptation of television's longest-running game show. Test your vocabulary and luck as you compete against friends or AI opponents to solve clever phrases and win virtual prizes. The Wii U GamePad displays your personal rack of letters while keeping your guesses hidden from competitors, creating an authentic experience that captures the excitement of the TV show. Call out consonants, buy vowels, and race to solve puzzles across multiple rounds. Features classic gameplay modes, thousands of puzzles spanning various categories, and the nail-biting tension of landing on Bankrupt or hitting the coveted $1 Million wedge.",
Whispering Willows,2016-07-07,,,Adventure,"Guide Elena Elkhorn through a haunted mansion as she searches for her missing father in this atmospheric horror adventure. Using a mystical amulet inherited from your shaman ancestors, separate your spirit from your body to explore beyond physical barriers, communicate with tormented souls, and uncover dark secrets from the past. Solve environmental puzzles by switching between physical and spirit form, each offering unique abilities and perspectives. The hand-drawn art style brings eerie beauty to abandoned corridors and overgrown grounds, while the spirits you encounter reveal tragic stories tied to the mansion's grim history.",https://images.launchbox-app.com/743f28af-05fa-4b01-a768-7c8b5cdcc6ae.png
Wii Fit U,2014-01-10,3.89,72,Miscellaneous,"Wii Fit U is an exergaming video game developed by Nintendo for the Wii Uconsole, and is the successor to the Wii games Wii Fit and Wii Fit Plus. Wii Fit U utilizes both the Wii Balance Board and the Wii U GamePad in gameplay, and is bundled with the newly introduced Fit Meter, an activity meter accessory. It was released in Japan on October 31, 2013, followed by North America and Europe one day later.",https://images.launchbox-app.com/3c9ef282-8cd0-4776-bda3-d08955c24feb.jpg
Wii Fit U (Free),2013-11-01,,,Fitness,"Step onto the Wii U Balance Board and transform your living room into a personal fitness center. This free trial version of Wii Fit U lets you explore a selection of exercises and activities designed to improve balance, strength, and aerobic conditioning. Track your progress with the Fit Meter accessory, which monitors your daily activity even when you're away from the console. Choose from yoga poses, strength training exercises, balance games, and aerobic activities, all guided by a virtual trainer who adapts to your fitness level. The GamePad displays detailed feedback and progress charts, helping you set goals and stay motivated as you work toward a healthier lifestyle.",
Wii Party U,2013-10-25,3.56,65,Miscellaneous,"Wii Party U is a party video game from Nintendo for the Wii U. It was announced in a January 2013 Nintendo Direct, and later detailed at E3 2013 and the October 2013 Nintendo Direct. It is the sequel to the 2010 Wii game, Wii Party.",https://images.launchbox-app.com/0823b183-d47d-4cfe-bd04-705bc0a77b3f.jpg
Wii Sports Club,2014-07-25,3.55,68,Sports,"Wii Sports Club is a sports video game from Nintendo released as downloadable software for the Wii U. It consists of HD remakes of the individual sports from the 2006 Wii launch title, Wii Sports, which can be purchased individually or rented for a period of time. The first set of sports, bowling and tennis, were released in Japan on 30 October 2013, in Europe and North America on 7 November 2013, and in Australia and New Zealand on 8 November 2013. Golf was later released following a Nintendo Direct presentation on 18 December 2013. Baseball and Boxing were released at the end of June 2014.",https://images.launchbox-app.com/be8771c7-0051-426e-b607-115184d73792.jpg
Wind-Up Knight 2,,,,Platformer,"Wind-Up Knight 2 is a challenging 3D auto-running platformer where you control a mechanical knight navigating treacherous obstacle courses. Master precise timing as your character automatically sprints forward through beautifully crafted levels filled with deadly traps, enemies, and hazards. Jump, roll, slash, and shield your way through increasingly complex challenges that demand split-second decision-making. The game features responsive one-touch controls that belie its deep mechanical complexity, requiring players to memorize patterns and execute perfect runs.",https://images.launchbox-app.com/0c82d35b-4810-40f3-9e1d-643006004af3.jpg
Wipeout 3,2012-11-17,,,Action & Adventure,"Based on ABC's hit game show, Wipeout 3 challenges players to run, jump, duck and slide through 12 outrageous winter and summer obstacle courses from an over-the-shoulder perspective. Navigate iconic obstacles like Sweeper Arms and Big Balls while racing against the clock. Features Trap Attack mode where a GamePad player controls obstacles to sabotage up to four competitors using Wii Remotes. Includes split-screen multiplayer, team modes, instant replays, and off-TV play support. Sources: - [Wipeout 3 Review (Wii U) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu/wipeout_3) - [Amazon.com: Wipeout 3 - Nintendo Wii U](https://www.amazon.com/Wipeout-3-Nintendo-Wii-U/dp/B009ETRAGA) -",https://images.launchbox-app.com/a3cb9c7d-17e1-4dc9-847c-314f41f84967.jpg
Wipeout Create & Crash,2013-11-05,,,Racing,"Race through fantastical obstacle courses inspired by the beloved animated franchise in this high-speed kart racer. Choose from fan-favorite characters and navigate wild, destructive tracks filled with massive wrecking balls, explosive hazards, and outrageous shortcuts. The game features both racing and creative modes - build your own chaotic courses using an intuitive track editor, then challenge friends to survive your devious designs. Master power-ups, execute daring stunts, and compete across varied environments from tropical islands to mechanical fortresses.",https://images.launchbox-app.com/c1e80a1c-1653-4f95-812f-2a09f8aa63c0.jpg
Woah Dave!,2014-10-09,,,Arcade,"Woah Dave! is a frantic arcade-style platformer that channels the spirit of classic single-screen arcade games. As Dave, you must survive increasingly chaotic waves of alien eggs and skull blocks that rain from the sky. Grab these hazards and hurl them at enemies before they hatch into more dangerous creatures. Every throw counts - toss eggs into the lava pits for coins, or use them as weapons against the bizarre alien menaces. The catch? Everything you don't deal with quickly becomes a bigger threat.",https://images.launchbox-app.com/98b3434f-f392-48f8-8057-d6dac43b94e1.png
Wooden Sen'SeY,2013,,,Action Platformer,"Take control of a powerful lumberjack warrior in this fast-paced 2D action platformer that blends martial arts combat with environmental destruction. Armed with your mighty Shinto axe-staff, dash through vibrant hand-drawn levels, smashing through obstacles and enemies with brutal efficiency. Master a unique combo system that rewards aggressive play, chaining together devastating attacks as you sprint, jump, and slide through each stage. Time your moves carefully to maximize your score multipliers while racing against the clock. Battle through forests, temples, and mystical landscapes with fluid animation and satisfying impact.",https://images.launchbox-app.com/91b915fb-013c-4e1b-868f-85222f8b10d3.jpg
